"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"青熊獸","青熊剛弓【蜜壺】","Bow Kamura","青熊剛弓【蜜壺】","青熊剛弓【蜜壺】","Arzuros' Honeypot","4","bow","190","0","15","","","","","","","","","","","","","","1","","","1","攻擊力強化III","曲射效果持續","防禦力強化II","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","鐵弓I","鉄弓I","Iron Bow I","1","bow","80","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","會心率強化I","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","鐵弓II","鉄弓II","Iron Bow II","1","bow","100","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","會心率強化I","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","鋼鐵弓","鋼鉄弓","Steel Bow","2","bow","120","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","能量獵弓I","パワーハンターボウI","Hunter's Stoutbow I","3","bow","140","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","鐵蟲絲招式強化","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","能量獵弓II","パワーハンターボウII","Hunter's Stoutbow II","4","bow","170","0","0","","","","","","","","","","","","","","1","","","1","攻擊力強化II","鐵蟲絲招式強化","防禦力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","ブレイブハンターボウ","Bow Ore","勇氣獵弓","ブレイブハンターボウ","Hunter's Proudbow","5","bow","190","0","0","","","","","","","","","","","","","","1","","","1","攻擊力強化III","鐵蟲絲招式強化","防禦力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材2","闘弓バリエンテ","Bow Ore","耀金弓I","エクラアルクI","Yekla Arc I","5","bow","180","0","5","","","","","","","","","","","","","","1","","","1","操龍達人","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材2","闘弓バリエンテ","Bow Ore","耀金弓II","エクラアルクII","Yekla Arc II","5","bow","200","0","8","","","","","","","","","","","","","","1","","","1","操龍達人","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材2","闘弓バリエンテ","Bow Ore","鬥弓果敢","闘弓バリエンテ","Herald's Battlebow","6","bow","220","0","10","","","","","","","","","","","","","","1","","","1","操龍達人","攻擊力強化II","會心率強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰屬性","天華晶弓","Bow Ore","六花晶弓I","六花晶弓I","Crystalline Flower I","4","bow","140","0","0","ice","40","","","","","","","","","","","","3","","","1","屬性強化【冰】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰屬性","天華晶弓","Bow Ore","六花晶弓II","六花晶弓II","Crystalline Flower II","5","bow","150","0","0","ice","45","","","","","","","","","","","","3","","","1","屬性強化【冰】I","弱點特效【屬性】","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"冰屬性","天華晶弓","Bow Ore","天華晶弓","天華晶弓","Heaven's Glaze","6","bow","190","0","0","ice","50","","","","","","","","","","","","3","","","1","屬性強化【冰】II","弱點特效【屬性】","攻擊力強化III","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泥翁龍","D=レクション","Bow Ore","泥翁射擊弓I","D=シャI","Mud Shot I","3","bow","140","0","0","water","27","","","","","","","","","","","","","","","1","屬性強化【水】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泥翁龍","D=レクション","Bow Ore","泥翁射擊弓II","D=シャII","Mud Shot II","4","bow","150","0","0","water","29","","","","","","","","","","","","2","1","","1","屬性強化【水】I","弱點特效【屬性】","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"泥翁龍","D=レクション","Bow Ore","百步穿楊弓","D=レクション","Hail of Mud","6","bow","170","0","0","water","34","","","","","","","","","","","","2","1","","1","屬性強化【水】II","弱點特效【屬性】","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンエテノルク","Bow Ore","女王獵弓I","クイーンブラスターI","Queen Blaster I","2","bow","110","0","0","fire","13","","","","","","","","","","","","","","","1","小型特效","屬性強化【火】I","攻擊力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンエテノルク","Bow Ore","女王獵弓II","クイーンブラスターII","Queen Blaster II","3","bow","150","0","0","fire","15","","","","","","","","","","","","","","","1","小型特效","屬性強化【火】I","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンエテノルク","Bow Ore","女王旋律","クイーンエテノルク","Queen's Melody","5","bow","180","0","0","fire","16","","","","","","","","","","","","1","","","1","小型特效","屬性強化【火】I","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","ダークフィラメント","Bow Ore","日冕強弓I","プロミネンスボウI","Prominence Bow I","5","bow","190","0","0","fire","17","","","","","","","","","","","","1","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","ダークフィラメント","Bow Ore","日冕強弓II","プロミネンスボウII","Prominence Bow II","6","bow","200","0","0","fire","21","","","","","","","","","","","","1","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","ダークフィラメント","Bow Ore","日珥強弓","ダークフィラメント","Dark Filament","6","bow","210","0","0","fire","23","","","","","","","","","","","","1","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリペイル","","鳥喙弓I","ピコ・ペイルI","Kulu's Flight I","2","bow","110","10","0","","","","","","","","","","","","","","","","","1","攻擊力強化I","賦予睡眠瓶強化","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリペイル","Bow Ore","鳥喙弓II","ピコ・ペイルII","Kulu's Flight II","3","bow","130","20","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","賦予睡眠瓶強化","鬼火鳥加倍","攻擊力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリペイル","Bow Ore","鳥喙良弓","ピコ・プリペイル","Kulu Piercer","4","bow","160","30","0","","","","","","","","","","","","","","1","1","1","1","攻擊力強化II","賦予睡眠瓶強化","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルネイルカイル","Bow Ore","奇怪龍弓I","フルフルボウI","Khezu Bow I","2","bow","90","0","0","thunder","18","","","","","","","","","","","","","","","1","屬性強化【雷】I","攻擊力強化II","雷異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルネイルカイル","Bow Ore","奇怪龍弓II","フルフルボウII","Khezu Bow II","2","bow","100","0","0","thunder","21","","","","","","","","","","","","","","","1","屬性強化【雷】I","攻擊力強化III","雷異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルネイルカイル","Bow Ore","奇怪龍爪弓","フルネイルカイル","Galvanized Core","4","bow","150","0","0","thunder","24","","","","","","","","","","","","2","","","1","屬性強化【雷】II","攻擊力強化IV","雷異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","骨製弧弓I","コカロボーゲンI","Bone Gun I","1","bow","90","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","骨製弧弓II","コカロボーゲンII","Bone Gun II","1","bow","110","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","骷髏弧弓","エスケレートボーゲン","Hyper Bone Gun","2","bow","120","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","獵弓I","ハンターボウI","Hunter's Bow I","3","bow","150","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化II","會心率強化II","賦予毒瓶強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","獵弓II","ハンターボウII","Hunter's Bow II","4","bow","180","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化III","會心率強化II","賦予毒瓶強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","マスターハンターボウ","Bow Bone","大師獵弓","マスターハンターボウ","Master Hunter's Bow","5","bow","200","0","0","","","","","","","","","","","","","","","","","1","攻擊力強化IV","會心率強化II","賦予毒瓶強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"轟龍","轟弓【虎髯】","Bow Bone","轟龍弓I","ティガアローI","Tigrex Archer I","3","bow","160","-25","0","","","","","","","","","","","","","","","","","1","悔恨一擊","攻擊力強化II","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"轟龍","轟弓【虎髯】","Bow Bone","轟龍弓II","ティガアローII","Tigrex Archer II","6","bow","240","-25","0","","","","","","","","","","","","","","","","","1","悔恨一擊","攻擊力強化II","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"轟龍","轟弓【虎髯】","Bow Bone","轟弓【虎髯】","轟弓【虎髯】","Tigrex Whisker","6","bow","250","-25","0","","","","","","","","","","","","","","","","","1","悔恨一擊","攻擊力強化III","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"角龍","タイラントボウ","Bow Bone","角龍角弓I","ブロスホーンボウI","Diablos Coilbender I","6","bow","230","-20","10","","","","","","","","","","","","","","1","","","1","曲射效果持續","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"角龍","タイラントボウ","Bow Bone","角龍角弓II","ブロスホーンボウII","Diablos Coilbender II","6","bow","240","-20","10","","","","","","","","","","","","","","1","","","1","曲射效果持續","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","タイラントボウ","Bow Bone","角龍暴君角弓","タイラントボウ","Tyrant Bow","7","bow","250","-20","15","","","","","","","","","","","","","","1","","","5","曲射效果持續","會心率強化III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙弓【稚雷】","Bow Bone","王弓遠雷I","王弓エンライI","Usurper's Rumble I","3","bow","120","0","0","thunder","14","","","","","","","","","","","","","","","1","屬性強化【雷】I","攻擊力強化I","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙弓【稚雷】","Bow Bone","王弓遠雷II","王弓エンライII","Usurper's Rumble II","5","bow","190","0","0","thunder","18","","","","","","","","","","","","1","","","1","屬性強化【雷】I","攻擊力強化II","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙弓【稚雷】","Bow Bone","王牙弓【稚雷】","王牙弓【稚雷】","Despot's Earlybolt","6","bow","210","0","0","thunder","20","","","","","","","","","","","","1","1","","1","屬性強化【雷】II","攻擊力強化II","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
